PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
C	NAMKOONG, G		KNUTSON, L; STONER, AK		NAMKOONG, G			POPULATION-GENETICS AND THE DYNAMICS OF CONSERVATION	BIOTIC DIVERSITY AND GERMPLASM PRESERVATION, GLOBAL IMPERATIVES	BELTSVILLE SYMPOSIA IN AGRICULTURAL RESEARCH				13TH BELTSVILLE SYMP ON BIOTIC DIVERSITY AND GERMPLASM PRESERVATION, GLOBAL IMPERATIVES	MAY 09-11, 1988	BELTSVILLE AGR RES CTR, BELTSVILLE, MD	BELTSVILLE AREA, USDA, ARS, FRIENDS AGR RES BELTSVILLE, NATL RES COUNCIL, BOARD AGR, COMM MANAGING GLOBAL GENET RESOURCES	BELTSVILLE AGR RES CTR																								0-7923-0178-1				1989	13						161	181																WOS:A1989BR34R00009
J	EDWARDS, AWF				EDWARDS, AWF			STOCHASTIC PROBLEMS IN POPULATION-GENETICS - MARUYAMA,T	BIOMETRICS																															0006-341X						1978	34	3					528	528		10.2307/2530626	http://dx.doi.org/10.2307/2530626													WOS:A1978FP56900032
J	HAIGH, J				HAIGH, J			STOCHASTIC PROBLEMS IN POPULATION-GENETICS - MARUYAMA,T	JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY																															0035-9238						1978	141		4				553	554		10.2307/2344499	http://dx.doi.org/10.2307/2344499													WOS:A1978GG79300012
J	HAIGH, J				HAIGH, J			STOCHASTIC-MODELS IN POPULATION-GENETICS - LI,WH	JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY																															0035-9238						1977	140		4				551	552		10.2307/2345294	http://dx.doi.org/10.2307/2345294													WOS:A1977EQ85900013
J	SPUHLER, JN				SPUHLER, JN			RESEARCH IN POPULATION-GENETICS OF PRIMITIVE GROUPS	INTERNATIONAL SOCIAL SCIENCE JOURNAL																															0020-8701						1965	17	1					147	149																WOS:A1965CFU5800028
J	Harry, D; Marks, J				Harry, D; Marks, J			Human population genetics versus the HGDP	POLITICS AND THE LIFE SCIENCES																															0730-9384					SEP	1999	18	2					303	305		10.1017/S0730938400021535	http://dx.doi.org/10.1017/S0730938400021535								12557896					WOS:000167070100038
J	LANGER, H				LANGER, H			ON AN INEQUALITY ARISING FROM POPULATION-GENETICS	ARCHIV DER MATHEMATIK																															0003-889X						1987	48	2					175	177		10.1007/BF01189288	http://dx.doi.org/10.1007/BF01189288													WOS:A1987H152200012
J	CORMACK, RM				CORMACK, RM			A BOUNDARY PROBLEM ARISING IN POPULATION GENETICS	BIOMETRICS																															0006-341X						1963	19	1					197	&																WOS:A19637266A00003
J	EDWARDS, JH				EDWARDS, JH			THE POPULATION-GENETICS OF DUCHENNE MUSCULAR-DYSTROPHY	JOURNAL OF MEDICAL GENETICS																															0022-2593					JAN	1988	25	1					65	65		10.1136/jmg.25.1.65	http://dx.doi.org/10.1136/jmg.25.1.65								3351899					WOS:A1988L757400020
J	FITZHARDINGE, R				FITZHARDINGE, R			A DIFFERENT PERSPECTIVE ON CORAL POPULATION-GENETICS	NATURE																															0028-0836					FEB 26	1987	325	6107					765	765		10.1038/325765b0	http://dx.doi.org/10.1038/325765b0													WOS:A1987G186400032
J	BAJATZADEH, M; WALTER, H				BAJATZADEH, M; WALTER, H			STUDIES ON POPULATION GENETICS OF CERULOPLASMIN POLYMORPHISM	HUMANGENETIK																																					1969	8	2					134	+		10.1007/BF00295836	http://dx.doi.org/10.1007/BF00295836								5365582					WOS:A1969E457500008
J	Antao, T; Hastings, IM				Antao, Tiago; Hastings, Ian M.			ogaraK: a population genetics simulator for malaria	BIOINFORMATICS																	Antao, Tiago/C-3615-2009	Antao, Tiago/0000-0002-7269-5513; Hastings, Ian/0000-0002-1332-742X													1367-4803	1460-2059				MAY 1	2011	27	9					1335	1336		10.1093/bioinformatics/btr139	http://dx.doi.org/10.1093/bioinformatics/btr139								21414984					WOS:000290331600028
J	Burgess, DJ				Burgess, Darren J.			POPULATION GENETICS Mobile elements across human populations	NATURE REVIEWS GENETICS																		Burgess, Darren/0000-0002-8434-7540													1471-0056	1471-0064				JUN	2013	14	6					370	370		10.1038/nrg3497	http://dx.doi.org/10.1038/nrg3497								23657482					WOS:000319259100005
J	Mitchell, RJ; Holdsworth, A				Mitchell, RJ; Holdsworth, A			Molecular and population genetics of metabolic enzymes	AMERICAN JOURNAL OF HUMAN BIOLOGY																															1042-0533						1997	9	1					140	140																WOS:A1997WG24200056
J	WOO, SLC				WOO, SLC			MOLECULAR-BASIS AND POPULATION-GENETICS OF PHENYLKETONURIA	BIOCHEMISTRY																															0006-2960					JAN 10	1989	28	1					1	7		10.1021/bi00427a001	http://dx.doi.org/10.1021/bi00427a001								2565120					WOS:A1989R737300001
J	KIMURA, M				KIMURA, M			30 YEARS OF POPULATION-GENETICS WITH CROW	JAPANESE JOURNAL OF GENETICS																															0021-504X					FEB	1988	63	1					1	10		10.1266/jjg.63.1	http://dx.doi.org/10.1266/jjg.63.1								3078871					WOS:A1988N498800001
J	Greck, J; Glelch, G; Brunnler, G; Bonisch, J; Albert, E				Greck, J; Glelch, G; Brunnler, G; Bonisch, J; Albert, E			Population genetics of the DMA, DMB polymorphism.	HUMAN IMMUNOLOGY																															0198-8859					APR 15	1996	47	1-2					O531	O531																WOS:A1996UM45500532
J	BLACK, WC				BLACK, WC			POPULATION-GENETICS WITH ARBITRARILY PRIMED PCR MARKERS	JOURNAL OF CELLULAR BIOCHEMISTRY																															0730-2312					MAR 10	1995				21A			187	187																WOS:A1995QT86400682
J	SHEPPARD, PM				SHEPPARD, PM			ECOLOGY AND ITS BEARING ON POPULATION GENETICS	PROCEEDINGS OF THE ROYAL SOCIETY SERIES B-BIOLOGICAL SCIENCES																															0080-4649						1956	145	920					308	315		10.1098/rspb.1956.0040	http://dx.doi.org/10.1098/rspb.1956.0040								13359387					WOS:A1956WX59400006
J	Muers, M				Muers, Mary			POPULATION GENETICS Genetic landscapes out of Africa	NATURE REVIEWS GENETICS																															1471-0056					JUN	2009	10	6					345	345		10.1038/nrg2605	http://dx.doi.org/10.1038/nrg2605													WOS:000266095200001
J	KIMBERLING, WJ; GOLDGAR, DE; PENNO, MB; VESELL, ES				KIMBERLING, WJ; GOLDGAR, DE; PENNO, MB; VESELL, ES			PHARMACOGENETIC APPLICATION OF METHODS FROM POPULATION-GENETICS	CLINICAL PHARMACOLOGY & THERAPEUTICS																															0009-9236					JAN	1987	41	1					3	10		10.1038/clpt.1987.2	http://dx.doi.org/10.1038/clpt.1987.2								3802703					WOS:A1987F936400002
J	CHURCHILL, FB				CHURCHILL, FB			ORIGINS OF THEORETICAL POPULATION GENETICS - PROVINE,WB	ISIS																															0021-1753	1545-6994					1972	63	219					572	574		10.1086/351014	http://dx.doi.org/10.1086/351014													WOS:A1972P432300017
J	[Anonymous]				[Anonymous]			PAPERS ON ANIMAL POPULATION-GENETICS - SPIESS,EB	POPULATION																															0032-4663						1964	19	4					767	767																WOS:A1964CCM4100033
J	[Anonymous]				[Anonymous]			Population Genetics of PDE4B in Native Americans	CLINICAL PHARMACOLOGY & THERAPEUTICS																															0009-9236	1532-6535				JUL	2022	112	1					16	16																WOS:000812563300023
J	Casci, T				Casci, Tanita			POPULATION GENETICS SNPs that come in threes	NATURE REVIEWS GENETICS																		Casci, Tanita/0000-0002-1838-0027													1471-0056					JAN	2010	11	1								10.1038/nrg2725	http://dx.doi.org/10.1038/nrg2725								20050277					WOS:000272867700008
J	TERRENATO, L				TERRENATO, L			INTRODUCTION TO POPULATION-GENETICS - ITALIAN - BARRAI,I	SCIENTIA																															0036-8687						1981	116	1-4					176	177																WOS:A1981MU41500020
J	JACQUARD, A				JACQUARD, A			MOLECULAR POPULATION-GENETICS AND EVOLUTION - MASATOSHI,N	POPULATION																															0032-4663						1977	32	1					208	209		10.2307/1531600	http://dx.doi.org/10.2307/1531600													WOS:A1977CX40500011
J	HOLLAND, CJ				HOLLAND, CJ			FORMULA IN DIFFUSION PROCESSES IN POPULATION GENETICS	PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY																															0002-9939						1976	54	JAN					316	318		10.2307/2040808	http://dx.doi.org/10.2307/2040808													WOS:A1976BL33400074
J	Campbell, N				Campbell, N			Population genetics - They grow up so fast	NATURE REVIEWS GENETICS																															1471-0056	1471-0064				JUN	2003	4	6					402	403		10.1038/nrg1100	http://dx.doi.org/10.1038/nrg1100													WOS:000183202600003
J	Palmer, S; Kearney, M; Boltz, V; Maldarelli, F; Achaz, G; Mellors, J; Daar, E; Coffin, J				Palmer, S; Kearney, M; Boltz, V; Maldarelli, F; Achaz, G; Mellors, J; Daar, E; Coffin, J			Population genetics in HIV-1 super-infection	ANTIVIRAL THERAPY					12th International HIV Drug Resistance Workshop	JUN 10-14, 2003	Los Cabos, MEXICO										Maldarelli, Frank/O-2428-2016														1359-6535					JUN	2003	8	3				62	U67	U68																WOS:000231265900074
J	Bermingham, E; Moritz, C				Bermingham, E; Moritz, C			Comparative phylogeography: concepts and applications	MOLECULAR ECOLOGY																															0962-1083	1365-294X				APR	1998	7	4					367	369		10.1046/j.1365-294x.1998.00424.x	http://dx.doi.org/10.1046/j.1365-294x.1998.00424.x													WOS:000073797200001
J	WEIDER, LJ				WEIDER, LJ			POPULATION-GENETICS OF POLYPHEMUS-PEDICULUS (CLADOCERA, POLYPHEMIDAE)	HEREDITY																															0018-067X					FEB	1989	62		1				1	10		10.1038/hdy.1989.1	http://dx.doi.org/10.1038/hdy.1989.1								2732079					WOS:A1989T436000001
J	SMITH, DRR				SMITH, DRR			POPULATION-GENETICS OF ANELOSIMUS-EXIMIUS (ARANEAE, THERIDIIDAE)	JOURNAL OF ARACHNOLOGY																															0161-8202	1937-2396				SUM	1986	14	2					201	217																WOS:A1986D962400005
J	CHIROLAS, D; GROSSMAN, M				CHIROLAS, D; GROSSMAN, M			COMPUTER-ASSISTED INSTRUCTION IN TEACHING POPULATION GENETICS	JOURNAL OF HEREDITY																															0022-1503						1972	63	3					145	&		10.1093/oxfordjournals.jhered.a108255	http://dx.doi.org/10.1093/oxfordjournals.jhered.a108255													WOS:A1972N196600010
J	Takano, T				Takano, Toshiyuki			Measuring variation and estimating population genetics parameters	GENES & GENETIC SYSTEMS																															1341-7568	1880-5779				DEC	2007	82	6					511	511																WOS:000254238200061
J	Relethford, JH				Relethford, JH			Anthropometric data population genetics, and population history.	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY																															0002-9483						1999				28			230	231																WOS:000079607500420
J	MELNICK, JL				MELNICK, JL			POPULATION-GENETICS APPLIED TO LIVE POLIOVIRUS VACCINE	AMERICAN JOURNAL OF PUBLIC HEALTH AND THE NATIONS HEALTH																																					1962	52	3					472	&		10.2105/AJPH.52.3.472	http://dx.doi.org/10.2105/AJPH.52.3.472								14472430					WOS:A1962B391400009
J	NARAIN, P				NARAIN, P			STOCHASTIC PROBLEMS AND METHODS IN POPULATION-GENETICS	CURRENT SCIENCE																															0011-3891						1983	52	4					184	185																WOS:A1983QF71500022
J	HARTL, DL				HARTL, DL			A TOO SIMPLE VIEW OF POPULATION-GENETICS	BEHAVIORAL AND BRAIN SCIENCES																															0140-525X						1982	5	1					13	14		10.1017/S0140525X00010207	http://dx.doi.org/10.1017/S0140525X00010207													WOS:A1982PA69400009
J	Jones, B				Jones, Bryony			POPULATION GENETICS Bursts of male-lineage expansions	NATURE REVIEWS GENETICS																		Jones, Bryony/0000-0003-0428-9078													1471-0056	1471-0064				JUL	2016	17	7								10.1038/nrg.2016.63	http://dx.doi.org/10.1038/nrg.2016.63								27156972					WOS:000378088700003
J	VLAD, MO				VLAD, MO			SEPARABLE MODELS FOR AGE-STRUCTURED POPULATION-GENETICS	JOURNAL OF MATHEMATICAL BIOLOGY																	Vlad, Marcel/C-5212-2008														0303-6812	1432-1416					1988	26	1					73	92		10.1007/BF00280174	http://dx.doi.org/10.1007/BF00280174													WOS:A1988L950900006
J	Zegura, SL				Zegura, SL			Genomic diversity: Applications in human population genetics.	JOURNAL OF ANTHROPOLOGICAL RESEARCH																															0091-7710					WIN	2000	56	4					560	562		10.1086/jar.56.4.3630932	http://dx.doi.org/10.1086/jar.56.4.3630932													WOS:000166505300007
J	JOHNSON, MS; THRELFALL, TJ				JOHNSON, MS; THRELFALL, TJ			FISSIPARITY AND POPULATION-GENETICS OF COSCINASTERIAS-CALAMARIA	MARINE BIOLOGY																	Johnson, Michael/F-3262-2013														0025-3162	1432-1793					1987	93	4					517	525		10.1007/BF00392789	http://dx.doi.org/10.1007/BF00392789													WOS:A1987F698800005
J	VALLOIS, HV				VALLOIS, HV			EXERCISES ON POPULATION GENETICS - FRENCH - GENERMONT,J	ANTHROPOLOGIE																															0003-5521	1873-5827					1971	75	3-4					290	291																WOS:A1971K493200019
S	Held, C; Koenemann, S; Schubart, CD		Held, C; Koenemann, S; Schubart, CD		Held, Christoph; Koenemann, Stefan; Schubart, Christoph D.			Phylogeography and Population Genetics in Crustacea Preface	PHYLOGEOGRAPHY AND POPULATION GENETICS IN CRUSTACEA	CRUSTACEAN ISSUES																														0168-6356		978-1-4398-4074-0; 978-1-4398-4073-3				2011	19						IX	XI																WOS:000356370700001
C	BOUSQUET, J; LALONDE, M		FINESCHI, S; MALVOLTI, ME; CANNATA, F; HATTEMER, HH		BOUSQUET, J; LALONDE, M			THE POPULATION-GENETICS OF ALDER - AN OVERVIEW	BIOCHEMICAL MARKERS IN THE POPULATION GENETICS OF FOREST TREES					JOINT MEETING OF THE WORKING PARTIES POPULATION GENETICS AND ECOLOGICAL GENETICS, AND BIOCHEMICAL GENETICS OF THE INTERNATIONAL UNION OF FOREST RESEARCH ORGANIZATIONS	OCT, 1988	PORANO, ITALY	INT UNION FOREST RES ORG, POPULAT GENET & ECOL GENET, INT UNION FOREST RES ORG, BIOCHEM GENET									Bousquet, Jean/O-4221-2019																90-5103-055-X				1991							105	112																WOS:A1991BT19H00010
J	CHARLESWORTH, B; LANGLEY, CH				CHARLESWORTH, B; LANGLEY, CH			THE POPULATION-GENETICS OF DROSOPHILA TRANSPOSABLE ELEMENTS	ANNUAL REVIEW OF GENETICS																															0066-4197	1545-2948					1989	23						251	287		10.1146/annurev.ge.23.120189.001343	http://dx.doi.org/10.1146/annurev.ge.23.120189.001343								2559652					WOS:A1989CE68800011
J	CAVALLISFORZA, LL				CAVALLISFORZA, LL			SOME CURRENT PROBLEMS OF HUMAN POPULATION GENETICS	AMERICAN JOURNAL OF HUMAN GENETICS																															0002-9297	1537-6605					1973	25	1					82	104											4567614					WOS:A1973O577400011
J	ROUX, CZ				ROUX, CZ			POPULATION GENETICS IN ANIMAL BREEDING - PIRCHNER,F	BIOMETRICS																	Roux, Carl/F-3329-2011														0006-341X						1972	28	4					1151	1152		10.2307/2528662	http://dx.doi.org/10.2307/2528662													WOS:A1972O313600034
J	GILBERT, N				GILBERT, N			CONCEPTS IN POPULATION-GENETICS - FRENCH - JACQUARD,A	JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION																															0162-1459						1978	73	362					444	444		10.2307/2286697	http://dx.doi.org/10.2307/2286697													WOS:A1978FD62400048
J	ROBERTS, DF				ROBERTS, DF			TOPICS IN POPULATION GENETICS - FRENCH - WALLACE,B	MAN																															0025-1496						1975	10	4					628	629																WOS:A1975BG35500021
J	KOLATA, GB				KOLATA, GB			POPULATION GENETICS - RE-EVALUATION OF GENETIC-VARIATION	SCIENCE																															0036-8075						1974	184	4135					452	454		10.1126/science.184.4135.452	http://dx.doi.org/10.1126/science.184.4135.452								17736515					WOS:A1974S666800014
J	MACLEAN, CJ				MACLEAN, CJ			MATHEMATICAL TOPICS IN POPULATION GENETICS - KOJIMA,KI	SOCIAL BIOLOGY																															0037-766X						1972	19	1					82	83																WOS:A1972M644900007
J	Curtis, C				Curtis, Christina			Population Genetics Approaches to Quantify Clonal Evolution	BLOOD					59th Annual Meeting of the American-Society-of-Hematology (ASH)	DEC 09-12, 2017	Atlanta, GA																								0006-4971	1528-0020				DEC 7	2017	130			1		SCI-37																		WOS:000432419400041
C	SPRATT, BG; SMITH, NH; ZHOU, JJ; OROURKE, M; FEIL, E		Baumberg, S; Young, JPW; Wellington, EMH; Saunders, JR		SPRATT, BG; SMITH, NH; ZHOU, JJ; OROURKE, M; FEIL, E			The population genetics of the pathogenic Neisseria	POPULATION GENETICS OF BACTERIA	SYMPOSIA OF THE SOCIETY FOR GENERAL MICROBIOLOGY				52nd Symposium of the Society-for-General-Microbiology on Population Genetics of Bacteria	JAN, 1995	UNIV LEICESTER, LEICESTER, ENGLAND	Soc Gen Microbiol	UNIV LEICESTER								Spratt, Brian G/A-1676-2009														0081-1394		0-521-48052-3				1995	52						143	160																WOS:A1995BD39A00008
J	SMITH, CAB				SMITH, CAB			THE GEOMETRY OF POPULATION-GENETICS - AKIN,E	JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY																															0035-9238						1980	143		4				518	518		10.2307/2982071	http://dx.doi.org/10.2307/2982071													WOS:A1980KV87100004
C	CHARLESWORTH, B; LANGLEY, CH		SELANDER, RK; CLARK, AG; WHITTAM, TS		CHARLESWORTH, B; LANGLEY, CH			POPULATION-GENETICS OF TRANSPOSABLE ELEMENTS IN DROSOPHILA	EVOLUTION AT THE MOLECULAR LEVEL					SYMP ON EVOLUTION AT THE MOLECULAR LEVEL	JUN, 1989	PENN STATE UNIV, UNIVERSITY PARK, PA	SOC STUDY EVOLUT, AMER SOC NATURALISTS	PENN STATE UNIV																								0-87893-819-2				1991							150	176																WOS:A1991BS49M00008
J	Olson, S				Olson, S			Population genetics - Seeking the signs of selection	SCIENCE																															0036-8075					NOV 15	2002	298	5597					1324	1325		10.1126/science.298.5597.1324	http://dx.doi.org/10.1126/science.298.5597.1324								12434033					WOS:000179223100012
J	Easton, CM				Easton, CM			Card lab: A population genetics simulation exercise	AMERICAN BIOLOGY TEACHER																															0002-7685					OCT	1997	59	8					518	521																WOS:A1997YA43400011
J	OHTA, T; DOVER, GA				OHTA, T; DOVER, GA			THE COHESIVE POPULATION-GENETICS OF MOLECULAR DRIVE	GENETICS																															0016-6731	1943-2631					1984	108	2					501	521											6500260					WOS:A1984TL28000016
